1142888,439
125144160,798
125145436,1020
125146796,36428,1005
125137788,734
125139060,373
125140336,134
125141612,162
125142888,439
125144160,798
125145436,1020
125146796,955
1251480725137788,734
125139060,373
125140336,134
125141612,162
125142888,439
125144160,798
125145436,1020
125146796,955
125148072,654
125149348,300
125150620,115
125151896,205
12513172,521
125154448,86·48,728
568,608
1068,462
1612,318
2160,203
2700,132
3252,109
3796,142
4356,227
4900,351
5460,504
6004,661
6564,812
7100,928
7644,1007
8240,1023
8828,997
9380,910
10052,752
10988,485
11920,248
12856,119
13792,141
14728,306
15660,562
16596,821
17532,994
18468,1023
19488,890
20420,650
21356,383
22292,180
23228,109
24160,191
25096,401
26032,668
26968,904
27900,1023
28920,986
29856,804
30792,543
31728,291
32660,135
33596,125
34532,263
35468,507
36400,770
37336,968
38272,1023
39292,928
40228,704
41160,437
42096,215
43032,111
43968,163
44900,350
45836,613
46772,863
47708,1012
48728,1008
49748,830
50680,575
51616,318
52552,146
53488,116
54420,240
55356,474
56292,743
57228,952
58160,1023
59180,947
60116,734
61052,467
61988,233
62920,116
63856,148
64792,322
65728,582
66660,836
67604,1003
68624,1016
69644,854
70572,606
71508,344
72440,159
73376,112
74312,218
75248,443
76180,712
77116,932
78052,1023
79072,965
80008,766
80940,498
81876,258
82812,122
83748,137
84680,296
85616,548
86552,810
87488,989
88420,1023
89440,899
90376,663
91312,395
92248,188
93180,110
94116,185
95052,389
95988,657
96920,894
97856,1023
98876,991
99812,814
100748,554
101768,281
102788,123
103808,144
104828,333
105848,616
106868,883
107888,1023
108992,976
110012,763
111032,473
112052,221
113072,110
114092,181
115112,406
116132,699
117152,939
118172,1023
119276,930
120296,685
121316,393
122336,175
123356,112
124376,231
125396,486
126416,774
127436,984
128456,1023
129560,874
130580,603
131600,321
132620,138
133640,128
134660,293
135680,568
136700,847
137720,1013
138828,997
139848,805
140868,520
141888,256
142908,117
143928,158
144948,362
145968,651
146988,909
148008,1023
149112,959
150132,730
151152,439
152172,200
153192,110
154212,202
155232,439
156252,732
157272,958
158292,1023
159396,907
160416,651
161436,362
162456,157
163476,117
164496,255
165516,522
166536,807
167556,998
168576,1020
169680,847
170700,568
171720,293
172740,128
173760,138
174780,321
175800,602
176820,874
177840,1022
178948,981
179968,776
180988,484
182008,231
183028,112
184048,175
185068,396
186088,685
187108,931
188128,1023
189232,938
190252,696
191272,406
192292,180
193312,110
194332,223
195352,472
196372,765
197392,976
198412,1023
199516,881
200536,616
201556,331
202576,144
203596,125
204616,282
205636,557
206656,836
207676,1010
208780,1003
209888,795
210908,508
211928,247
212948,114
213968,163
214988,375
216008,663
217028,917
218048,1023
219156,950
220180,719
221196,425
222216,193
223236,110
224252,209
225272,450
226292,744
227312,966
228332,1023
229436,899
230456,640
231476,351
232496,151
233516,119
234536,265
235556,534
236576,816
237596,1002
238700,1010
239808,815
240828,530
241848,263
242868,119
243888,153
244908,353
245928,640
246948,901
247968,1023
249072,965
250092,741
251112,450
252132,206
253152,109
254172,195
255192,429
256212,721
257232,952
258252,1023
259356,914
260376,662
261396,372
262416,163
263436,115
264456,248
265476,511
266496,797
267516,993
268536,1023
269640,855
270660,579
271680,302
272700,132
273720,135
274740,312
275760,592
276780,866
277800,1020
278908,987
279928,785
280948,495
281968,238
282988,113
284008,169
285028,386
286048,675
287068,925
288088,1023
289192,945
290212,708
291232,417
292252,186
293272,110
294292,216
295312,462
296332,755
297352,971
298372,1023
299476,890
300496,627
301516,341
